"","danceability","energy","instrumentalness","liveness","mode","speechiness","tempo","valence","like"
"1014",0.667,0.673,4e-06,0.0975,1,0.323,144.256,0.661,1
"1548",0.364,0.114,0.635,0.0839,1,0.0333,117.715,0.0581,0
"1462",0.738,0.818,0.000543,0.101,0,0.0692,139.998,0.53,0
"64",0.793,0.7,0,0.174,0,0.0572,140.058,0.887,1
"110",0.559,0.633,0,0.164,1,0.0329,72.496,0.842,1
"313",0.704,0.894,0.000115,0.386,1,0.243,98.946,0.408,1
"264",0.388,0.688,0.00883,0.0781,0,0.0708,170.678,0.804,1
"778",0.516,0.718,0.0163,0.167,0,0.257,129.857,0.58,1
"698",0.769,0.792,0,0.385,1,0.111,136.021,0.323,1
"1224",0.697,0.527,1.25e-05,0.0882,0,0.211,121.849,0.289,0
"996",0.566,0.869,0.309,0.0503,1,0.0335,129.948,0.656,1
"586",0.821,0.469,0,0.141,1,0.0473,132.002,0.321,1
"341",0.565,0.86,0.000121,0.119,1,0.0285,95.019,0.782,1
"173",0.586,0.806,0.000167,0.353,1,0.0548,110.325,0.207,1
"1483",0.766,0.771,2.51e-06,0.105,1,0.0483,113.946,0.655,0
"1828",0.92,0.654,0.0158,0.0359,0,0.0401,117.046,0.856,0
"1614",0.48,0.878,0,0.0587,0,0.0743,136.006,0.19,0
"1775",0.713,0.678,0,0.149,0,0.102,138.009,0.738,0
"332",0.646,0.621,0.000124,0.249,1,0.0747,90.986,0.408,1
"1077",0.529,0.803,0,0.0894,1,0.0389,97.043,0.343,0
"259",0.283,0.331,0.00489,0.174,0,0.0315,101.797,0.151,1
"758",0.683,0.692,0.000441,0.105,0,0.0396,103.848,0.593,1
"1621",0.798,0.809,0.0765,0.0998,0,0.063,120.044,0.766,0
"1760",0.686,0.952,0.00333,0.283,1,0.0458,104.889,0.641,0
"183",0.451,0.79,0,0.0394,0,0.0461,127.142,0.674,1
"1463",0.303,0.879,3.84e-05,0.431,1,0.0758,80.329,0.564,0
"335",0.846,0.501,0.00257,0.0883,1,0.0334,118.001,0.825,1
"1382",0.63,0.684,0.00108,0.103,0,0.0399,142.952,0.881,0
"747",0.827,0.462,0.543,0.0886,1,0.0623,123.994,0.341,1
"159",0.735,0.41,0,0.341,0,0.2,114.812,0.16,1
"999",0.714,0.566,1.25e-06,0.57,1,0.056,113.074,0.429,1
"1226",0.862,0.608,6.14e-06,0.0856,1,0.0402,120.002,0.825,0
"992",0.869,0.687,1e-06,0.114,1,0.263,96.006,0.668,1
"58",0.598,0.252,0.138,0.0992,1,0.0647,120.06,0.0359,1
"480",0.654,0.734,0.000249,0.0802,1,0.112,126.995,0.243,1
"825",0.702,0.495,0.8,0.112,0,0.0493,78.507,0.292,1
"1811",0.627,0.669,2.72e-06,0.111,1,0.0412,94.029,0.5,0
"1334",0.45,0.986,0.251,0.0645,1,0.151,159.976,0.172,0
"1219",0.427,0.861,0,0.277,1,0.376,161.776,0.581,0
"1821",0.428,0.514,0,0.186,1,0.0271,135.819,0.141,0
"841",0.609,0.664,0.0195,0.105,0,0.0472,105.976,0.0944,1
"642",0.756,0.595,1.98e-06,0.146,1,0.0333,130.031,0.0681,1
"1035",0.584,0.716,0,0.0879,1,0.0342,90.005,0.527,0
"1256",0.536,0.711,0,0.112,1,0.0367,147.9,0.326,0
"572",0.834,0.481,0.822,0.111,1,0.135,121.999,0.306,1
"327",0.648,0.862,0,0.0937,0,0.0777,127.857,0.176,1
"353",0.63,0.671,0.753,0.466,0,0.0602,96.478,0.142,1
"1678",0.507,0.918,8.7e-06,0.311,1,0.0701,92.006,0.275,0
"1093",0.761,0.838,0,0.176,0,0.0502,93.974,0.717,0
"1363",0.321,0.751,0.235,0.109,1,0.0543,110.182,0.174,0
"1051",0.612,0.799,0,0.172,1,0.0275,125.976,0.675,0
"787",0.275,0.216,0.897,0.0832,1,0.0345,116.388,0.176,1
"166",0.594,0.42,0.00452,0.0833,0,0.031,140.04,0.311,1
"765",0.742,0.965,0.607,0.0703,0,0.0538,123.04,0.391,1
"223",0.791,0.664,0,0.61,1,0.0831,149.939,0.96,1
"1995",0.63,0.772,2.26e-05,0.0881,1,0.0297,99.964,0.714,0
"1130",0.499,0.824,0,0.163,1,0.0794,161.977,0.692,0
"807",0.722,0.28,0.0786,0.141,0,0.0583,66.711,0.466,1
"1110",0.732,0.801,0,0.31,1,0.0327,123.981,0.818,0
"1677",0.578,0.909,0.00128,0.707,1,0.105,87.983,0.518,0
"1386",0.432,0.761,2.88e-05,0.75,1,0.0305,138.004,0.334,0
"839",0.696,0.852,0.00125,0.0736,0,0.0373,128.28,0.971,1
"1248",0.448,0.412,5.68e-05,0.159,1,0.0281,133.881,0.308,0
"198",0.568,0.936,0.00099,0.148,1,0.0504,150.067,0.792,1
"1722",0.841,0.552,0.00154,0.0533,1,0.0498,99.018,0.596,0
"1435",0.72,0.643,0.812,0.112,1,0.0369,122.012,0.323,0
"2012",0.528,0.879,0.00489,0.0432,0,0.12,128.268,0.327,0
"473",0.36,0.362,0.000128,0.107,1,0.0385,116.845,0.144,1
"1384",0.892,0.443,0,0.0866,1,0.0379,107.984,0.729,0
"1657",0.668,0.977,0.17,0.363,1,0.0515,128.06,0.561,0
"508",0.551,0.504,0.664,0.0818,1,0.0309,115.998,0.137,1
"838",0.835,0.481,0.81,0.113,1,0.136,121.993,0.304,1
"1239",0.519,0.684,0,0.0901,1,0.0325,133.943,0.293,0
"1904",0.757,0.725,5.56e-05,0.568,0,0.0315,92.96,0.887,0
"900",0.603,0.921,0.00035,0.133,0,0.0931,122.978,0.814,1
"1788",0.4,0.337,0,0.0934,1,0.0355,108.196,0.354,0
"220",0.6,0.586,0.535,0.115,1,0.0296,129.952,0.193,1
"263",0.53,0.433,0,0.135,1,0.185,160.14,0.272,1
"960",0.916,0.571,1.11e-06,0.153,0,0.2,103.521,0.467,1
"2004",0.562,0.96,0.0383,0.716,1,0.0692,159.927,0.311,0
"1931",0.835,0.687,0,0.132,1,0.184,94.059,0.826,0
"1972",0.615,0.403,0,0.0706,1,0.102,80.171,0.707,0
"1579",0.736,0.616,2.29e-06,0.268,1,0.0345,101.966,0.89,0
"1959",0.664,0.679,0.000307,0.0694,0,0.0298,104.851,0.728,0
"1122",0.49,0.894,0,0.103,0,0.0947,197.989,0.656,0
"1570",0.461,0.0389,0.015,0.0927,1,0.0399,109.374,0.121,0
"1632",0.502,0.756,0.769,0.377,0,0.0363,128.125,0.0605,0
"1895",0.483,0.818,0,0.367,1,0.0444,175.668,0.69,0
"755",0.529,0.95,0.00199,0.616,1,0.056,119.964,0.456,1
"1698",0.616,0.91,0,0.0806,0,0.124,150.038,0.709,0
"877",0.819,0.671,0.000136,0.2,0,0.393,129.921,0.555,1
"1596",0.277,0.0156,0.00654,0.148,1,0.0482,117.119,0.0855,0
"596",0.857,0.948,0.816,0.317,0,0.204,140.002,0.669,1
"810",0.508,0.247,0.0352,0.166,0,0.0748,200.749,0.484,1
"1271",0.529,0.769,0,0.19,1,0.0469,73.946,0.648,0
"1543",0.533,0.148,0.932,0.112,1,0.0329,63.637,0.103,0
"1970",0.668,0.897,0,0.513,1,0.255,95.952,0.512,0
"1939",0.81,0.885,3.39e-06,0.191,0,0.0659,107.024,0.853,0
"1143",0.696,0.503,0,0.0869,1,0.0356,99.977,0.539,0
"1153",0.726,0.429,0,0.0574,1,0.0519,85.899,0.874,0
"1177",0.532,0.778,0.000111,0.153,0,0.218,169.923,0.242,0
"733",0.816,0.543,0,0.13,1,0.238,95.04,0.373,1
"1449",0.675,0.929,0.00724,0.397,1,0.0478,140.006,0.428,0
"1847",0.625,0.426,0,0.116,0,0.0271,110.018,0.123,0
"954",0.77,0.409,0,0.0993,1,0.436,80.126,0.869,1
"911",0.729,0.666,0.135,0.0947,1,0.0525,109.554,0.872,1
"621",0.671,0.73,0.000356,0.201,1,0.0369,112.011,0.302,1
"446",0.207,0.878,0.421,0.341,1,0.0449,89.969,0.135,1
"1644",0.691,0.721,0.000562,0.297,1,0.03,117.021,0.463,0
"582",0.473,0.794,0.00218,0.418,1,0.0462,139.313,0.293,1
"1274",0.574,0.802,0,0.333,0,0.0299,128.062,0.52,0
"1086",0.859,0.756,4.65e-05,0.163,0,0.0643,102.033,0.913,0
"100",0.706,0.581,0,0.368,1,0.055,134.009,0.463,1
"1421",0.481,0.716,0,0.141,0,0.622,78.829,0.399,0
"1087",0.489,0.962,6.18e-06,0.128,1,0.215,104.563,0.507,0
"723",0.716,0.568,1.98e-06,0.385,1,0.212,136.894,0.915,1
"261",0.932,0.819,6.81e-06,0.0577,0,0.203,119.941,0.552,1
"1536",0.447,0.163,0.776,0.654,1,0.0707,74.933,0.19,0
"1181",0.748,0.627,0,0.0852,1,0.0644,120.963,0.513,0
"969",0.775,0.823,0,0.144,1,0.271,130.041,0.288,1
"141",0.721,0.621,0.0103,0.199,1,0.306,159.967,0.578,1
"403",0.797,0.961,0.919,0.107,0,0.0677,128.015,0.355,1
"976",0.647,0.762,0.00641,0.0884,1,0.0363,120.832,0.438,1
"1052",0.51,0.904,0,0.173,1,0.0357,150.004,0.542,0
"19",0.713,0.611,0,0.117,0,0.241,140.061,0.783,1
"1896",0.701,0.261,0,0.0821,1,0.0938,97.042,0.895,0
"549",0.611,0.9,0.872,0.19,1,0.0593,129.729,0.322,1
"1183",0.584,0.54,0,0.261,0,0.0576,137.972,0.19,0
"768",0.541,0.982,0.000765,0.291,1,0.107,104.03,0.721,1
"2003",0.583,0.891,3.25e-06,0.129,1,0.447,149.843,0.321,0
"1757",0.622,0.503,0.000473,0.0596,1,0.0433,93.984,0.6,0
"701",0.607,0.913,0.118,0.164,1,0.069,124.677,0.517,1
"656",0.695,0.792,0.439,0.0638,0,0.0328,112.008,0.424,1
"1504",0.836,0.71,2.23e-05,0.137,0,0.0595,119.952,0.531,0
"1134",0.623,0.956,0.000227,0.617,0,0.0753,149.958,0.718,0
"766",0.805,0.79,0.889,0.0296,1,0.0577,122.994,0.533,1
"1015",0.561,0.588,0,0.084,1,0.413,83.204,0.683,1
"463",0.731,0.812,0.154,0.131,1,0.0608,91.96,0.861,1
"1354",0.616,0.946,0.0777,0.355,1,0.0687,127.992,0.332,0
"633",0.719,0.66,0,0.127,1,0.0829,119.996,0.357,1
"1863",0.614,0.549,2.64e-06,0.142,1,0.0516,77.926,0.255,0
"1009",0.539,0.74,0,0.12,0,0.401,139.608,0.645,1
"1685",0.505,0.985,1.02e-05,0.351,1,0.119,119.993,0.267,0
"174",0.648,0.85,0.294,0.35,1,0.0439,112.014,0.559,1
"1176",0.516,0.595,0,0.109,1,0.0313,119.972,0.209,0
"1479",0.719,0.657,0,0.0872,0,0.0494,122.02,0.694,0
"1645",0.841,0.673,0.419,0.228,0,0.119,127.006,0.197,0
"1473",0.72,0.746,0.000476,0.0929,0,0.0985,124.045,0.508,0
"8",0.266,0.348,0.664,0.16,0,0.0371,144.154,0.393,1
"903",0.585,0.62,0.0164,0.135,1,0.0538,80.021,0.715,1
"99",0.685,0.423,0.518,0.0765,0,0.0475,138.034,0.649,1
"1498",0.592,0.763,0,0.0715,1,0.366,180.084,0.647,0
"1662",0.54,0.933,0.954,0.371,1,0.0364,123.988,0.23,0
"852",0.829,0.65,2.15e-05,0.15,1,0.06,108.398,0.744,1
"636",0.472,0.855,0.93,0.887,1,0.069,154.908,0.166,1
"1345",0.482,0.968,0.000454,0.108,1,0.149,114.001,0.245,0
"1067",0.458,0.894,0,0.221,1,0.0398,160.125,0.709,0
"1121",0.801,0.822,0.00424,0.0877,1,0.0831,176.048,0.938,0
"1525",0.385,0.0562,0.532,0.107,1,0.0415,116.666,0.186,0
"740",0.771,0.857,0.0161,0.323,0,0.102,108.03,0.66,1
"1634",0.575,0.913,0.816,0.605,1,0.0402,128.014,0.208,0
"662",0.824,0.883,0.0707,0.409,1,0.108,127.989,0.846,1
"1957",0.762,0.705,0,0.118,1,0.0991,119.439,0.776,0
"1464",0.617,0.524,0.00438,0.362,0,0.103,142.046,0.225,0
"192",0.43,0.436,0,0.128,1,0.119,90.053,0.22,1
"55",0.676,0.528,0,0.0803,1,0.0366,130.073,0.301,1
"1055",0.622,0.745,0.000875,0.292,1,0.0262,91,0.585,0
"26",0.781,0.795,0.269,0.0673,1,0.036,109.977,0.795,1
"358",0.889,0.597,4e-04,0.0924,0,0.374,119.999,0.261,1
"491",0.764,0.768,0.0235,0.122,1,0.0382,125.988,0.627,1
"1713",0.614,0.857,0,0.177,0,0.111,164.146,0.655,0
"104",0.698,0.793,0,0.0805,0,0.105,129.948,0.46,1
"367",0.915,0.54,3.63e-05,0.11,1,0.0661,100.039,0.113,1
"1141",0.857,0.8,0,0.0913,1,0.0583,121.996,0.965,0
"178",0.804,0.708,0.0636,0.0528,0,0.0394,141.996,0.966,1
"1279",0.547,0.511,1.24e-06,0.109,1,0.0294,143.968,0.179,0
"405",0.769,0.514,0.016,0.0394,1,0.052,119.674,0.719,1
"25",0.512,0.564,1.54e-05,0.133,1,0.0316,94.498,0.401,1
"1608",0.654,0.728,0.404,0.688,0,0.0577,130.006,0.281,0
"663",0.482,0.72,2.07e-06,0.461,1,0.271,90.999,0.222,1
"1160",0.718,0.609,3.29e-05,0.234,0,0.0429,122.948,0.47,0
"1292",0.436,0.836,1.12e-06,0.113,1,0.0497,147.978,0.314,0
"431",0.597,0.798,0.473,0.143,1,0.0367,99.999,0.383,1
"1120",0.712,0.841,7.87e-05,0.0672,0,0.0455,98.003,0.656,0
"336",0.704,0.942,0.0147,0.302,0,0.171,131.69,0.584,1
"283",0.651,0.77,6.54e-05,0.114,0,0.0274,112.923,0.738,1
"634",0.525,0.8,0.429,0.319,1,0.122,80.032,0.52,1
"1830",0.758,0.927,0.0285,0.374,1,0.0509,115.076,0.953,0
"1470",0.604,0.796,0,0.106,0,0.0597,127.991,0.209,0
"880",0.582,0.734,0.202,0.76,0,0.0675,127.071,0.638,1
"616",0.798,0.481,0,0.128,1,0.314,127.136,0.64,1
"1531",0.371,0.0295,0.937,0.125,0,0.0335,82.313,0.276,0
"1272",0.525,0.657,0,0.0778,1,0.0271,77.013,0.286,0
"2008",0.639,0.978,0.112,0.0838,1,0.073,144.986,0.494,0
"1487",0.624,0.673,1.54e-06,0.104,0,0.0268,121.986,0.458,0
"948",0.865,0.603,0.428,0.0782,1,0.0532,135.006,0.595,1
"219",0.583,0.843,0,0.602,0,0.409,108.066,0.422,1
"674",0.844,0.728,0.865,0.0544,0,0.0582,124.297,0.635,1
"641",0.869,0.426,0.534,0.113,1,0.202,127.059,0.457,1
"569",0.406,0.74,0.722,0.637,1,0.031,92.333,0.822,1
"193",0.19,0.908,0.0369,0.241,1,0.111,148.951,0.181,1
"1186",0.608,0.86,0,0.262,0,0.0554,127.075,0.441,0
"1899",0.48,0.891,3.24e-06,0.185,1,0.0332,123.961,0.646,0
"1359",0.68,0.593,0,0.105,1,0.176,94.007,0.396,0
"1681",0.409,0.992,2.03e-06,0.1,0,0.108,149.859,0.339,0
"338",0.82,0.616,0.445,0.082,0,0.0361,127.86,0.972,1
"1712",0.403,0.883,0,0.109,1,0.087,202.013,0.769,0
"1766",0.685,0.784,0,0.314,1,0.11,90.89,0.734,0
"424",0.658,0.835,0.00781,0.14,0,0.0501,124.654,0.568,1
"497",0.515,0.876,0.156,0.0606,1,0.0375,105.128,0.707,1
"815",0.647,0.793,0.833,0.401,0,0.0454,130.007,0.188,1
"1161",0.624,0.806,0,0.0872,1,0.0437,149.999,0.536,0
"679",0.621,0.813,0,0.691,0,0.158,141.91,0.524,1
"434",0.517,0.491,1.31e-06,0.0786,0,0.0341,104.996,0.331,1
"87",0.898,0.5,0.292,0.0771,1,0.0571,122.281,0.868,1
"521",0.684,0.603,0.000311,0.191,0,0.0989,81,0.508,1
"1017",0.745,0.822,4.2e-06,0.155,1,0.252,86.733,0.374,1
"1115",0.827,0.646,0,0.247,0,0.0766,92.057,0.51,0
"1428",0.801,0.642,0.000946,0.112,0,0.0903,126.013,0.703,0
"602",0.734,0.686,0.11,0.0408,0,0.0761,128.021,0.543,1
"989",0.514,0.632,0.0132,0.115,1,0.0501,94.569,0.31,1
"1290",0.492,0.656,0,0.202,1,0.0365,147.948,0.336,0
"360",0.536,0.922,8.92e-05,0.214,1,0.0667,121.977,0.368,1
"854",0.567,0.851,0,0.569,1,0.484,80.935,0.598,1
"2015",0.637,0.935,0.00399,0.214,1,0.107,150.082,0.47,0
"1893",0.566,0.804,0,0.112,1,0.0364,149.989,0.868,0
"1565",0.575,0.0935,0.452,0.109,1,0.0858,65.23,0.289,0
"1099",0.508,0.687,3.41e-06,0.126,1,0.326,180.044,0.565,0
"1136",0.607,0.889,0,0.0839,1,0.0394,100.034,0.376,0
"33",0.959,0.598,0,0.358,1,0.0713,127.029,0.424,1
"1196",0.375,0.862,0,0.211,0,0.255,159.841,0.472,0
"1795",0.712,0.62,0,0.0994,1,0.0888,99.953,0.519,0
"704",0.626,0.888,0.0551,0.243,0,0.0461,126.976,0.728,1
"1758",0.634,0.528,2.26e-06,0.0565,1,0.0309,128,0.187,0
"883",0.564,0.737,0,0.054,1,0.0414,104.764,0.231,1
"958",0.367,0.215,0,0.618,1,0.0288,98.742,0.255,1
"1702",0.66,0.255,0,0.0797,1,0.0278,103.087,0.508,0
"731",0.869,0.712,0,0.272,1,0.103,120,0.458,1
"423",0.578,0.825,0.0201,0.162,0,0.0284,113.907,0.959,1
"1976",0.485,0.911,0,0.092,1,0.0355,89.956,0.55,0
"719",0.345,0.313,0.000822,0.1,1,0.0681,207.969,0.166,1
"1707",0.637,0.507,0,0.386,0,0.0283,105.932,0.566,0
"1691",0.559,0.895,0,0.175,0,0.0832,183.825,0.563,0
"1104",0.776,0.669,0,0.219,1,0.0638,91.012,0.646,0
"215",0.415,0.681,0,0.101,0,0.189,171.893,0.372,1
"523",0.162,0.254,0.122,0.0631,1,0.0359,108.943,0.0778,1
"609",0.77,0.69,0.0107,0.0684,0,0.0977,118.989,0.721,1
"377",0.808,0.41,0.364,0.0769,1,0.0658,122.663,0.752,1
"1209",0.809,0.628,0.000371,0.113,0,0.0561,130.008,0.797,0
"944",0.84,0.918,0.613,0.306,1,0.0672,124.847,0.468,1
"966",0.81,0.793,1.82e-06,0.072,0,0.0403,116.049,0.86,1
"1912",0.593,0.642,0.000582,0.0804,1,0.0299,76.403,0.755,0
"1716",0.644,0.842,0,0.0796,1,0.0429,99.05,0.852,0
"1804",0.776,0.507,0,0.12,0,0.0405,98.051,0.51,0
"1369",0.676,0.508,0.000142,0.101,1,0.0577,106.015,0.327,0
"814",0.665,0.513,0.303,0.122,1,0.331,100.344,0.0373,1
"315",0.446,0.752,0,0.128,1,0.368,96.318,0.585,1
"292",0.806,0.696,5.71e-06,0.0785,1,0.0502,127.023,0.131,1
"1089",0.832,0.772,0.000486,0.44,1,0.1,96.016,0.714,0
"205",0.817,0.588,1.51e-06,0.0911,1,0.0399,119.934,0.448,1
"1607",0.412,0.83,0.00739,0.108,0,0.0651,127.894,0.239,0
"1777",0.73,0.602,3.69e-06,0.169,0,0.206,97.954,0.932,0
"116",0.564,0.594,0,0.536,0,0.155,89.394,0.489,1
"1756",0.654,0.564,0,0.107,1,0.235,86.948,0.458,0
"271",0.413,0.555,0.000309,0.256,0,0.0427,121.976,0.542,1
"262",0.748,0.733,0,0.329,0,0.072,93.019,0.273,1
"461",0.76,0.971,0.775,0.138,0,0.0549,125.439,0.992,1
"37",0.722,0.823,0,0.489,1,0.081,148.23,0.855,1
"588",0.636,0.702,0,0.105,1,0.0743,125.998,0.471,1
"840",0.597,0.71,0,0.104,1,0.0378,150.13,0.767,1
"912",0.76,0.636,0.534,0.0622,1,0.0902,99.223,0.682,1
"15",0.662,0.603,0,0.0972,0,0.0793,125.011,0.351,1
"507",0.486,0.526,0.158,0.0976,1,0.0272,75.461,0.726,1
"945",0.816,0.747,0.756,0.0811,1,0.0711,119.98,0.144,1
"1855",0.534,0.642,0,0.29,1,0.0504,92.963,0.139,0
"1215",0.818,0.799,0.128,0.057,0,0.156,100.014,0.0953,0
"1054",0.596,0.544,0,0.106,1,0.0315,147.976,0.381,0
"773",0.682,0.953,0.622,0.256,0,0.0474,124.996,0.324,1
"1497",0.732,0.629,0,0.118,1,0.286,91.7,0.685,0
"1313",0.444,0.943,0.00704,0.114,0,0.09,119.945,0.292,0
"1403",0.652,0.512,7.49e-06,0.101,1,0.0276,104.98,0.284,0
"1522",0.478,0.0757,0.939,0.108,1,0.0505,76.952,0.235,0
"1755",0.699,0.592,0,0.202,1,0.262,94.933,0.587,0
"324",0.803,0.579,0.000627,0.226,0,0.059,108.567,0.726,1
"657",0.375,0.804,0.694,0.322,0,0.0372,154.066,0.394,1
"580",0.633,0.85,0,0.0556,0,0.344,97.933,0.761,1
"1901",0.926,0.916,6.17e-06,0.0234,0,0.0929,110.007,0.903,0
"1868",0.645,0.52,0,0.0842,1,0.0576,169.986,0.395,0
"1927",0.631,0.363,4.64e-05,0.084,1,0.0336,138.367,0.268,0
"784",0.6,0.811,0.05,0.969,0,0.102,100.894,0.372,1
"860",0.686,0.61,0.000123,0.0984,0,0.0297,143.598,0.861,1
"918",0.34,0.454,0.0188,0.337,0,0.0503,100.089,0.39,1
"676",0.697,0.682,0,0.664,1,0.219,155.742,0.672,1
"2000",0.619,0.949,0.000418,0.179,0,0.0658,149.935,0.257,0
"1705",0.696,0.439,0,0.353,1,0.07,135.925,0.686,0
"1580",0.865,0.548,0.0161,0.113,0,0.192,109.989,0.879,0
"1198",0.673,0.758,0,0.341,1,0.158,135.956,0.541,0
"1165",0.696,0.817,0,0.187,1,0.109,98.064,0.779,0
"374",0.49,0.376,2.54e-05,0.0849,0,0.0433,182.969,0.107,1
"788",0.644,0.848,0.0168,0.0629,0,0.0511,99.989,0.302,1
"1876",0.611,0.487,0.116,0.111,1,0.0275,105.034,0.667,0
"849",0.81,0.547,0.854,0.101,0,0.0558,120.752,0.817,1
"1078",0.681,0.845,0,0.197,0,0.0525,132.023,0.761,0
"1423",0.662,0.808,0,0.613,1,0.122,76.493,0.448,0
"921",0.63,0.862,0.0527,0.0618,0,0.0501,103.118,0.698,1
"1800",0.487,0.759,0,0.165,1,0.0405,80.958,0.238,0
"734",0.288,0.394,0.712,0.145,1,0.0399,151.632,0.0733,1
"316",0.612,0.628,0.85,0.231,1,0.0447,172.176,0.373,1
"1935",0.793,0.832,6.84e-06,0.207,0,0.0405,107.647,0.859,0
"1871",0.655,0.873,0,0.105,0,0.0692,130.018,0.571,0
"774",0.801,0.718,0.91,0.0747,1,0.0746,123.999,0.817,1
"1521",0.34,0.237,0.927,0.14,1,0.0302,162.892,0.0728,0
"1951",0.433,0.364,3.75e-06,0.171,1,0.0293,98.981,0.0384,0
"1255",0.306,0.742,0,0.126,1,0.0427,155.873,0.149,0
"613",0.653,0.817,0,0.157,1,0.239,135.345,0.493,1
"1411",0.504,0.705,0,0.128,0,0.364,175.483,0.564,0
"975",0.606,0.503,0,0.116,0,0.155,80.04,0.325,1
"49",0.796,0.86,0.00457,0.0745,0,0.0653,129.008,0.973,1
"1940",0.757,0.902,6.04e-06,0.0975,1,0.0369,130.05,0.853,0
"250",0.674,0.832,5.56e-06,0.0927,1,0.0616,102.833,0.807,1
"1162",0.726,0.769,0.0101,0.104,1,0.123,97.985,0.75,0
"847",0.696,0.643,0.834,0.276,1,0.0407,117.514,0.537,1
"1996",0.333,0.913,0,0.146,1,0.0808,99.889,0.129,0
"1594",0.693,0.578,1.52e-06,0.121,1,0.18,78.158,0.851,0
"503",0.7,0.718,0.0609,0.218,1,0.0535,81.997,0.343,1
"161",0.427,0.465,5.52e-05,0.154,1,0.0291,112.137,0.462,1
"1670",0.761,0.639,0,0.0945,0,0.0539,164.088,0.933,0
"27",0.411,0.684,1.42e-06,0.198,0,0.383,110.016,0.598,1
"531",0.351,0.931,0.129,0.226,0,0.0539,126.394,0.604,1
"1914",0.439,0.931,1.21e-05,0.193,0,0.0473,135.944,0.516,0
"2001",0.52,0.809,0.0035,0.0939,1,0.05,170.032,0.362,0
"97",0.799,0.789,0,0.0338,1,0.0396,116.081,0.833,1
"1349",0.162,0.957,0.867,0.669,0,0.147,96.822,0.119,0
"509",0.586,0.806,0.000167,0.353,1,0.0548,110.325,0.207,1
"1103",0.761,0.829,0,0.189,0,0.0681,92.033,0.82,0
"1048",0.533,0.533,0,0.0972,1,0.0324,159.907,0.506,0
"548",0.726,0.664,0,0.195,1,0.108,75.571,0.494,1
"1387",0.7,0.425,1.72e-06,0.0879,1,0.0287,95.058,0.283,0
"607",0.5,0.95,0.0293,0.382,1,0.0677,120.038,0.298,1
"963",0.457,0.909,1.54e-06,0.124,1,0.0576,93.193,0.844,1
"727",0.574,0.324,0.0817,0.28,1,0.0307,91.007,0.226,1
"277",0.857,0.484,3.04e-06,0.112,0,0.148,107.434,0.729,1
"83",0.683,0.824,0.627,0.0533,0,0.222,154.008,0.921,1
"1193",0.467,0.564,0,0.194,0,0.353,81.966,0.304,0
"1168",0.415,0.369,7.64e-06,0.383,1,0.0741,95.746,0.0951,0
"1097",0.735,0.482,0.000194,0.0894,1,0.0508,175.907,0.783,0
"644",0.806,0.772,0.864,0.101,1,0.0856,125.325,0.436,1
"1649",0.568,0.928,0.0211,0.478,1,0.045,122.997,0.57,0
"417",0.428,0.74,0.935,0.0985,1,0.0588,134.981,0.0576,1
"1964",0.366,0.363,0.000636,0.154,1,0.0288,132.758,0.262,0
"1114",0.68,0.954,0,0.112,1,0.119,104.029,0.524,0
"902",0.93,0.483,0.00244,0.103,1,0.0411,120.022,0.577,1
"1926",0.559,0.868,0.000176,0.776,1,0.17,156.295,0.608,0
"95",0.748,0.741,0,0.147,1,0.0531,128.077,0.533,1
"1673",0.572,0.853,0,0.0798,1,0.217,171.297,0.0995,0
"1171",0.76,0.303,8.09e-06,0.294,1,0.0284,99.991,0.157,0
"447",0.589,0.938,0.942,0.166,0,0.0567,120.007,0.556,1
"752",0.556,0.722,0.0163,0.166,1,0.0475,130.028,0.508,1
"5",0.678,0.561,0.512,0.439,0,0.0694,174.004,0.904,1
"346",0.636,0.72,0.0178,0.0868,1,0.0432,124.944,0.444,1
"1133",0.613,0.874,1.82e-06,0.656,1,0.0697,108.038,0.532,0
"1564",0.323,0.118,0.694,0.241,0,0.0449,79.554,0.0706,0
"164",0.785,0.764,0.813,0.201,0,0.04,93.984,0.961,1
"895",0.907,0.616,0.425,0.11,0,0.0577,124.036,0.614,1
"418",0.555,0.612,0,0.346,0,0.0353,100.036,0.319,1
"1242",0.526,0.692,0,0.0786,1,0.0278,137.849,0.266,0
"722",0.69,0.737,0,0.243,1,0.0363,115.02,0.821,1
"383",0.561,0.896,0.685,0.124,1,0.0528,86.808,0.654,1
"832",0.802,0.872,0.0197,0.0941,0,0.0557,117.005,0.68,1
"1482",0.375,0.93,0,0.318,1,0.0561,147.124,0.5,0
"265",0.371,0.703,0.00186,0.0986,1,0.0404,120.599,0.558,1
"103",0.525,0.643,0,0.106,0,0.816,199.727,0.943,1
"760",0.868,0.627,0,0.0983,0,0.116,131.097,0.314,1
"556",0.683,0.698,0.000113,0.058,1,0.0395,125.999,0.962,1
"790",0.277,0.29,0.0459,0.228,1,0.0332,71.302,0.0576,1
"1233",0.335,0.582,2.67e-05,0.0954,1,0.0375,110.522,0.13,0
"705",0.743,0.633,0,0.246,1,0.235,85.041,0.398,1
"107",0.506,0.813,0.0293,0.276,1,0.0392,108.212,0.855,1
"1687",0.442,0.892,7.92e-06,0.0758,0,0.086,151.914,0.258,0
"516",0.399,0.761,0.0456,0.0757,1,0.0334,140.084,0.244,1
"1223",0.635,0.983,0.00799,0.0683,0,0.174,145.085,0.422,0
